title,poster_url,genres
District B13,District B13.jpg,"['Action', 'Crime', 'Sci-Fi', 'Thriller']"
Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead.jpg,"['Crime', 'Drama', 'Thriller']"
The Assassin,The Assassin.jpg,"['Action', 'Drama', 'History']"
Buffalo Soldiers,Buffalo Soldiers.jpg,"['Comedy', 'Crime', 'Drama', 'Thriller', 'War']"
The Return,The Return.jpg,['Drama']
Ong Bak 2,Ong Bak 2.jpg,['Action']
Centurion,Centurion.jpg,"['Action', 'Drama', 'History', 'War']"
Silent Trigger,Silent Trigger.jpg,"['Action', 'Drama', 'Thriller']"
The Midnight Meat Train,The Midnight Meat Train.jpg,"['Horror', 'Mystery', 'Thriller']"
Winnie Mandela,Winnie Mandela.jpg,"['Biography', 'Drama', 'History']"
The Son of No One,The Son of No One.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
All the Queen's Men,All the Queen's Men.jpg,"['Action', 'Comedy', 'Drama', 'War']"
The Good Night,The Good Night.jpg,"['Comedy', 'Drama', 'Fantasy', 'Music', 'Romance']"
Bathory: Countess of Blood,Bathory: Countess of Blood.jpg,"['Biography', 'Drama', 'Fantasy', 'History']"
Khumba,Khumba.jpg,"['Animation', 'Adventure', 'Comedy', 'Family']"
Automata,Automata.jpg,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
Dungeons & Dragons: Wrath of the Dragon God,Dungeons & Dragons: Wrath of the Dragon God.jpg,"['Action', 'Adventure', 'Fantasy']"
Chiamatemi Francesco - Il Papa della gente,Chiamatemi Francesco - Il Papa della gente.jpg,['Biography']
Shinjuku Incident,Shinjuku Incident.jpg,"['Action', 'Crime', 'Drama']"
Pandaemonium,Pandaemonium.jpg,"['Biography', 'Drama']"
Groundhog Day,Groundhog Day.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Magic Mike XXL,Magic Mike XXL.jpg,"['Comedy', 'Drama', 'Music']"
Romeo + Juliet,Romeo + Juliet.jpg,"['Drama', 'Romance']"
Sarah's Key,Sarah's Key.jpg,"['Drama', 'War']"
Freedom,Freedom.jpg,"['Drama', 'Music']"
Unforgiven,Unforgiven.jpg,"['Drama', 'Western']"
Manderlay,Manderlay.jpg,['Drama']
Slumdog Millionaire,Slumdog Millionaire.jpg,"['Crime', 'Drama', 'Romance']"
Fatal Attraction,Fatal Attraction.jpg,"['Drama', 'Thriller']"
Pretty Woman,Pretty Woman.jpg,"['Comedy', 'Romance']"
Towering Inferno,Towering Inferno.jpg,['Comedy']
Crocodile Dundee II,Crocodile Dundee II.jpg,"['Action', 'Adventure', 'Comedy']"
Broken Horses,Broken Horses.jpg,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Born on the Fourth of July,Born on the Fourth of July.jpg,"['Biography', 'Drama', 'War']"
Cool Runnings,Cool Runnings.jpg,"['Adventure', 'Comedy', 'Family', 'History', 'Sport']"
My Bloody Valentine,My Bloody Valentine.jpg,"['Horror', 'Mystery', 'Thriller']"
Stomp the Yard,Stomp the Yard.jpg,"['Drama', 'Music', 'Romance']"
The Spy Who Loved Me,The Spy Who Loved Me.jpg,"['Action', 'Adventure', 'Thriller']"
Ghost Hunters,Ghost Hunters.jpg,"['Reality-TV', 'Thriller']"
Urban Legend,Urban Legend.jpg,"['Horror', 'Mystery', 'Thriller']"
Good Deeds,Good Deeds.jpg,"['Drama', 'Romance']"
White Fang,White Fang.jpg,"['Adventure', 'Drama', 'Family']"
Superstar,Superstar.jpg,"['Comedy', 'Romance']"
The Iron Lady,The Iron Lady.jpg,"['Biography', 'Drama']"
Jonah: A VeggieTales Movie,Jonah: A VeggieTales Movie.jpg,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Musical']"
Poetic Justice,Poetic Justice.jpg,"['Drama', 'Romance']"
All About the Benjamins,All About the Benjamins.jpg,"['Action', 'Comedy', 'Crime', 'Thriller']"
Vampire in Brooklyn,Vampire in Brooklyn.jpg,"['Comedy', 'Fantasy', 'Horror', 'Romance']"
Exorcist II: The Heretic,Exorcist II: The Heretic.jpg,['Horror']
An American Haunting,An American Haunting.jpg,"['Drama', 'Horror', 'Mystery', 'Thriller']"
My Boss's Daughter,My Boss's Daughter.jpg,"['Comedy', 'Romance']"
A Perfect Getaway,A Perfect Getaway.jpg,"['Drama', 'Mystery', 'Thriller']"
Our Family Wedding,Our Family Wedding.jpg,"['Comedy', 'Romance']"
Dead Man on Campus,Dead Man on Campus.jpg,['Comedy']
Tea with Mussolini,Tea with Mussolini.jpg,"['Comedy', 'Drama', 'War']"
Thinner,Thinner.jpg,"['Fantasy', 'Horror']"
"New York, New York","New York, New York.jpg","['Drama', 'Music', 'Musical']"
Crooklyn,Crooklyn.jpg,"['Comedy', 'Drama']"
I Think I Love My Wife,I Think I Love My Wife.jpg,"['Comedy', 'Drama', 'Romance']"
Jason X,Jason X.jpg,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
Bobby,Bobby.jpg,"['Biography', 'Drama', 'History']"
Head Over Heels,Head Over Heels.jpg,"['Comedy', 'Mystery', 'Romance']"
Fun Size,Fun Size.jpg,"['Adventure', 'Comedy', 'Crime', 'Family']"
The Diving Bell and the Butterfly,The Diving Bell and the Butterfly.jpg,"['Biography', 'Drama']"
Little Children,Little Children.jpg,"['Drama', 'Romance']"
Gossip,Gossip.jpg,"['Drama', 'Mystery', 'Thriller']"
A Walk on the Moon,A Walk on the Moon.jpg,"['Drama', 'Romance']"
Catch a Fire,Catch a Fire.jpg,"['Biography', 'Drama', 'History']"
Soul Survivors,Soul Survivors.jpg,"['Horror', 'Mystery', 'Thriller']"
Jefferson in Paris,Jefferson in Paris.jpg,"['Biography', 'Drama', 'History', 'Romance']"
Easy Virtue,Easy Virtue.jpg,"['Comedy', 'Romance']"
Caravans,Caravans.jpg,"['Action', 'Adventure', 'History']"
Mr. Turner,Mr. Turner.jpg,"['Biography', 'Drama', 'History']"
Wild Grass,Wild Grass.jpg,"['Drama', 'Romance']"
Amen.,Amen..jpg,"['Biography', 'Crime', 'Drama', 'War']"
Reign of Assassins,Reign of Assassins.jpg,"['Action', 'Adventure']"
The Lucky Ones,The Lucky Ones.jpg,"['Adventure', 'Comedy', 'Drama', 'Romance', 'War']"
Margaret,Margaret.jpg,"['Drama', 'Mystery']"
Stan Helsing,Stan Helsing.jpg,"['Comedy', 'Fantasy', 'Horror']"
Flipped,Flipped.jpg,"['Comedy', 'Drama', 'Romance']"
Brokeback Mountain,Brokeback Mountain.jpg,"['Drama', 'Romance']"
Clueless,Clueless.jpg,"['Comedy', 'Romance']"
Far from Heaven,Far from Heaven.jpg,"['Drama', 'Romance']"
Hot Tub Time Machine 2,Hot Tub Time Machine 2.jpg,"['Comedy', 'Mystery', 'Sci-Fi']"
Dekalog,Dekalog.jpg,['Drama']
Quills,Quills.jpg,"['Biography', 'Drama']"
Seven Psychopaths,Seven Psychopaths.jpg,"['Comedy', 'Crime']"
The Caveman's Valentine,The Caveman's Valentine.jpg,"['Crime', 'Drama', 'Music', 'Mystery', 'Thriller']"
The Border,The Border.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Downfall,Downfall.jpg,"['Biography', 'Drama', 'History', 'War']"
The Sea Inside,The Sea Inside.jpg,"['Biography', 'Drama']"
Under the Skin,Under the Skin.jpg,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
"Good Morning, Vietnam","Good Morning, Vietnam.jpg","['Biography', 'Comedy', 'Drama', 'War']"
The Last Godfather,The Last Godfather.jpg,"['Comedy', 'Crime', 'Romance']"
Justin Bieber: Never Say Never,Justin Bieber: Never Say Never.jpg,"['Documentary', 'Music']"
Black Swan,Black Swan.jpg,"['Drama', 'Thriller']"
The Godfather Part II,The Godfather Part II.jpg,"['Crime', 'Drama']"
Save the Last Dance,Save the Last Dance.jpg,"['Drama', 'Music', 'Romance']"
A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master.jpg,['Horror']
Miracles from Heaven,Miracles from Heaven.jpg,"['Biography', 'Drama', 'Family']"
"Dude, Where's My Car?","Dude, Where's My Car?.jpg","['Comedy', 'Mystery', 'Sci-Fi']"
Young Guns,Young Guns.jpg,"['Action', 'Drama', 'Western']"
St. Vincent,St. Vincent.jpg,"['Comedy', 'Drama']"
About Last Night,About Last Night.jpg,"['Comedy', 'Romance']"
10 Things I Hate About You,10 Things I Hate About You.jpg,"['Comedy', 'Drama', 'Romance']"
The New Guy,The New Guy.jpg,['Comedy']
Loaded Weapon 1,Loaded Weapon 1.jpg,"['Action', 'Comedy', 'Crime']"
The Shallows,The Shallows.jpg,"['Action', 'Drama', 'Horror', 'Thriller']"
The Butterfly Effect,The Butterfly Effect.jpg,"['Drama', 'Sci-Fi', 'Thriller']"
Snow Day,Snow Day.jpg,"['Adventure', 'Comedy', 'Family']"
This Christmas,This Christmas.jpg,"['Comedy', 'Drama', 'Romance']"
Baby Geniuses,Baby Geniuses.jpg,"['Comedy', 'Crime', 'Family', 'Sci-Fi']"
The Big Hit,The Big Hit.jpg,"['Action', 'Comedy', 'Crime', 'Thriller']"
Harriet the Spy,Harriet the Spy.jpg,"['Comedy', 'Drama', 'Family']"
Child's Play 2,Child's Play 2.jpg,"['Horror', 'Thriller']"
No Good Deed,No Good Deed.jpg,"['Crime', 'Drama', 'Horror', 'Thriller']"
The Mist,The Mist.jpg,"['Horror', 'Sci-Fi', 'Thriller']"
Ex Machina,Ex Machina.jpg,"['Drama', 'Sci-Fi', 'Thriller']"
Being John Malkovich,Being John Malkovich.jpg,"['Comedy', 'Drama', 'Fantasy']"
Two Can Play That Game,Two Can Play That Game.jpg,"['Comedy', 'Romance']"
Earth to Echo,Earth to Echo.jpg,"['Adventure', 'Family', 'Sci-Fi']"
Crazy/Beautiful,Crazy_Beautiful.jpg,"['Drama', 'Romance']"
Letters from Iwo Jima,Letters from Iwo Jima.jpg,"['Action', 'Adventure', 'Drama', 'History', 'War']"
The Astronaut Farmer,The Astronaut Farmer.jpg,"['Adventure', 'Drama', 'Sci-Fi']"
Woo,Woo.jpg,"['Comedy', 'Romance']"
Room,Room.jpg,"['Drama', 'Thriller']"
Dirty Work,Dirty Work.jpg,['Comedy']
Serial Mom,Serial Mom.jpg,"['Comedy', 'Crime', 'Thriller']"
Dick,Dick.jpg,['Comedy']
Light It Up,Light It Up.jpg,"['Drama', 'Thriller']"
54,54.jpg,"['Drama', 'Music']"
Bubble Boy,Bubble Boy.jpg,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi']"
Birthday Girl,Birthday Girl.jpg,"['Comedy', 'Crime', 'Thriller']"
21 & Over,21 & Over.jpg,['Comedy']
"Paris, I Love You","Paris, I Love You.jpg","['Comedy', 'Drama', 'Romance']"
Resurrecting the Champ,Resurrecting the Champ.jpg,"['Drama', 'Sport']"
Admission,Admission.jpg,"['Comedy', 'Drama', 'Romance']"
Chloe,Chloe.jpg,"['Drama', 'Mystery', 'Thriller']"
Faithful,Faithful.jpg,"['Comedy', 'Crime', 'Drama']"
Find Me Guilty,Find Me Guilty.jpg,"['Biography', 'Comedy', 'Crime', 'Drama']"
The Perks of Being a Wallflower,The Perks of Being a Wallflower.jpg,['Drama']
Excessive Force,Excessive Force.jpg,['Action']
Infamous,Infamous.jpg,"['Biography', 'Crime', 'Drama']"
The Claim,The Claim.jpg,"['Drama', 'Romance', 'Western']"
The Vatican Tapes,The Vatican Tapes.jpg,"['Horror', 'Thriller']"
Attack the Block,Attack the Block.jpg,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']"
In the Land of Blood and Honey,In the Land of Blood and Honey.jpg,"['Drama', 'Romance', 'War']"
The Call,The Call.jpg,"['Drama', 'Thriller']"
Battle for Incheon: Operation Chromite,Battle for Incheon: Operation Chromite.jpg,"['Action', 'Drama', 'History', 'War']"
The Crocodile Hunter: Collision Course,The Crocodile Hunter: Collision Course.jpg,"['Action', 'Adventure', 'Comedy', 'Family']"
I Love You Phillip Morris,I Love You Phillip Morris.jpg,"['Biography', 'Comedy', 'Crime', 'Drama', 'Romance']"
Quest for Fire,Quest for Fire.jpg,"['Adventure', 'Drama']"
Antwone Fisher,Antwone Fisher.jpg,"['Biography', 'Drama']"
The Emperor's Club,The Emperor's Club.jpg,['Drama']
True Romance,True Romance.jpg,"['Crime', 'Drama', 'Romance', 'Thriller']"
Womb,Womb.jpg,"['Drama', 'Romance', 'Sci-Fi']"
Glengarry Glen Ross,Glengarry Glen Ross.jpg,"['Crime', 'Drama', 'Mystery']"
The Killer Inside Me,The Killer Inside Me.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Cat People,Cat People.jpg,"['Fantasy', 'Horror', 'Thriller']"
Sorority Row,Sorority Row.jpg,"['Horror', 'Mystery']"
The Prisoner of Zenda,The Prisoner of Zenda.jpg,"['Adventure', 'Drama', 'Romance']"
Lars and the Real Girl,Lars and the Real Girl.jpg,"['Comedy', 'Drama', 'Romance']"
The Boy in the Striped Pajamas,The Boy in the Striped Pajamas.jpg,"['Drama', 'War']"
Dancer in the Dark,Dancer in the Dark.jpg,"['Crime', 'Drama', 'Musical']"
Oscar and Lucinda,Oscar and Lucinda.jpg,"['Drama', 'Romance']"
The Funeral,The Funeral.jpg,"['Crime', 'Drama']"
Solitary Man,Solitary Man.jpg,"['Comedy', 'Drama', 'Romance']"
Machete,Machete.jpg,"['Action', 'Crime', 'Thriller']"
Casino Jack,Casino Jack.jpg,"['Biography', 'Comedy', 'Crime', 'Drama']"
The Land Before Time,The Land Before Time.jpg,"['Animation', 'Adventure', 'Drama', 'Family']"
Tae Guk Gi: The Brotherhood of War,Tae Guk Gi: The Brotherhood of War.jpg,"['Action', 'Drama', 'War']"
The Perfect Game,The Perfect Game.jpg,"['Comedy', 'Drama', 'Family', 'Sport']"
The Exorcist,The Exorcist.jpg,['Horror']
Jaws,Jaws.jpg,"['Adventure', 'Mystery', 'Thriller']"
American Pie,American Pie.jpg,['Comedy']
Ernest & Celestine,Ernest & Celestine.jpg,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy']"
The Golden Child,The Golden Child.jpg,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']"
Think Like a Man,Think Like a Man.jpg,"['Comedy', 'Romance']"
Barbershop,Barbershop.jpg,"['Comedy', 'Drama']"
Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan.jpg,"['Action', 'Adventure', 'Sci-Fi']"
Ace Ventura: Pet Detective,Ace Ventura: Pet Detective.jpg,['Comedy']
WarGames,WarGames.jpg,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
Witness,Witness.jpg,"['Drama', 'Romance', 'Thriller']"
Act of Valor,Act of Valor.jpg,"['Action', 'Adventure', 'Thriller', 'War']"
Step Up,Step Up.jpg,"['Crime', 'Drama', 'Music', 'Romance']"
Beavis and Butt-Head Do America,Beavis and Butt-Head Do America.jpg,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Music']"
Jackie Brown,Jackie Brown.jpg,"['Crime', 'Drama', 'Thriller']"
Chronicle,Chronicle.jpg,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
Yentl,Yentl.jpg,"['Drama', 'Musical', 'Romance']"
Time Bandits,Time Bandits.jpg,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Crossroads,Crossroads.jpg,"['Comedy', 'Drama', 'Romance']"
Project X,Project X.jpg,['Comedy']
Patton,Patton.jpg,"['Biography', 'Drama', 'War']"
One Hour Photo,One Hour Photo.jpg,"['Drama', 'Thriller']"
Quarantine,Quarantine.jpg,"['Horror', 'Sci-Fi', 'Thriller']"
The Eye,The Eye.jpg,"['Horror', 'Mystery']"
Johnson Family Vacation,Johnson Family Vacation.jpg,['Comedy']
How High,How High.jpg,"['Comedy', 'Fantasy']"
The Muppet Christmas Carol,The Muppet Christmas Carol.jpg,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']"
Frida,Frida.jpg,"['Biography', 'Drama', 'Romance']"
Part of Me,Part of Me.jpg,"['Documentary', 'Biography', 'Music']"
The Fault in Our Stars,The Fault in Our Stars.jpg,"['Drama', 'Romance']"
Rounders,Rounders.jpg,"['Crime', 'Drama']"
Top Five,Top Five.jpg,"['Comedy', 'Romance']"
Prophecy,Prophecy.jpg,"['Horror', 'Sci-Fi', 'Thriller']"
Stir of Echoes,Stir of Echoes.jpg,"['Horror', 'Mystery', 'Thriller']"
Spartacus,Spartacus.jpg,"['Action', 'Adventure', 'Biography', 'Drama', 'Romance']"
Philomena,Philomena.jpg,"['Biography', 'Comedy', 'Drama']"
The Upside of Anger,The Upside of Anger.jpg,"['Comedy', 'Drama']"
The Boys from Brazil,The Boys from Brazil.jpg,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Aquamarine,Aquamarine.jpg,"['Comedy', 'Family', 'Fantasy', 'Romance']"
Paper Towns,Paper Towns.jpg,"['Adventure', 'Comedy', 'Drama', 'Mystery', 'Romance']"
My Baby's Daddy,My Baby's Daddy.jpg,['Comedy']
Nebraska,Nebraska.jpg,['Drama']
Tales from the Crypt: Demon Knight,Tales from the Crypt: Demon Knight.jpg,"['Action', 'Fantasy', 'Horror', 'Thriller']"
Max Keeble's Big Move,Max Keeble's Big Move.jpg,"['Comedy', 'Crime', 'Family']"
Young Adult,Young Adult.jpg,"['Comedy', 'Drama']"
Crank,Crank.jpg,"['Action', 'Crime', 'Thriller']"
How to Be a Player,How to Be a Player.jpg,['Comedy']
Living Out Loud,Living Out Loud.jpg,"['Comedy', 'Drama', 'Romance']"
Just Wright,Just Wright.jpg,"['Comedy', 'Romance', 'Sport']"
Rachel Getting Married,Rachel Getting Married.jpg,"['Drama', 'Romance']"
The Postman Always Rings Twice,The Postman Always Rings Twice.jpg,"['Crime', 'Drama', 'Romance', 'Thriller']"
Girl with a Pearl Earring,Girl with a Pearl Earring.jpg,"['Biography', 'Drama', 'Romance']"
Das Boot,Das Boot.jpg,"['Drama', 'War']"
Sorority Boys,Sorority Boys.jpg,['Comedy']
About Time,About Time.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
House of Flying Daggers,House of Flying Daggers.jpg,"['Action', 'Adventure', 'Drama', 'Romance']"
Arbitrage,Arbitrage.jpg,"['Drama', 'Thriller']"
Project Almanac,Project Almanac.jpg,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Cadillac Records,Cadillac Records.jpg,"['Biography', 'Drama', 'Music']"
Screwed,Screwed.jpg,"['Comedy', 'Crime']"
Fortress,Fortress.jpg,"['Action', 'Crime', 'Sci-Fi', 'Thriller']"
For Your Consideration,For Your Consideration.jpg,['Comedy']
Celebrity,Celebrity.jpg,"['Comedy', 'Drama']"
Running with Scissors,Running with Scissors.jpg,"['Comedy', 'Drama']"
From Justin to Kelly,From Justin to Kelly.jpg,"['Comedy', 'Music', 'Musical', 'Romance']"
Girl 6,Girl 6.jpg,"['Comedy', 'Drama']"
In the Cut,In the Cut.jpg,"['Mystery', 'Thriller']"
Two Lovers,Two Lovers.jpg,"['Drama', 'Romance']"
Last Orders,Last Orders.jpg,['Drama']
The Host,The Host.jpg,"['Drama', 'Horror', 'Sci-Fi']"
The Pursuit of D.B. Cooper,The Pursuit of D.B. Cooper.jpg,"['Adventure', 'Crime', 'Drama', 'Thriller']"
Ravenous,Ravenous.jpg,"['Adventure', 'Drama', 'Horror', 'Western']"
Charlie Bartlett,Charlie Bartlett.jpg,"['Comedy', 'Drama', 'Romance']"
The Great Beauty,The Great Beauty.jpg,['Drama']
The Dangerous Lives of Altar Boys,The Dangerous Lives of Altar Boys.jpg,"['Comedy', 'Drama']"
Stoker,Stoker.jpg,"['Drama', 'Thriller']"
2046,2046.jpg,"['Drama', 'Romance', 'Sci-Fi']"
Married Life,Married Life.jpg,"['Biography', 'Crime', 'Drama', 'Family', 'Romance']"
Duma,Duma.jpg,"['Adventure', 'Drama', 'Family']"
Ondine,Ondine.jpg,"['Drama', 'Mystery', 'Romance']"
Brother,Brother.jpg,"['Crime', 'Drama', 'Thriller']"
Welcome to Collinwood,Welcome to Collinwood.jpg,"['Comedy', 'Crime']"
Critical Care,Critical Care.jpg,"['Comedy', 'Drama']"
The Life Before Her Eyes,The Life Before Her Eyes.jpg,"['Drama', 'Fantasy', 'Mystery', 'Thriller']"
Darling Companion,Darling Companion.jpg,"['Comedy', 'Drama', 'Romance']"
Trade,Trade.jpg,"['Crime', 'Drama', 'Thriller']"
Fateless,Fateless.jpg,"['Drama', 'Romance', 'War']"
Breakfast of Champions,Breakfast of Champions.jpg,['Comedy']
"A Woman, a Gun and a Noodle Shop","A Woman, a Gun and a Noodle Shop.jpg","['Comedy', 'Drama']"
Cypher,Cypher.jpg,"['Mystery', 'Sci-Fi', 'Thriller']"
City of Life and Death,City of Life and Death.jpg,"['Drama', 'History', 'War']"
Legend of Kung Fu Rabbit,Legend of Kung Fu Rabbit.jpg,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']"
Space Battleship Yamato,Space Battleship Yamato.jpg,"['Action', 'Adventure', 'Drama', 'Sci-Fi']"
5 Days of War,5 Days of War.jpg,"['Action', 'Drama', 'War']"
Triangle,Triangle.jpg,"['Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']"
10 Days in a Madhouse,10 Days in a Madhouse.jpg,"['Drama', 'History']"
Heaven Is for Real,Heaven Is for Real.jpg,"['Biography', 'Drama', 'Family']"
Snatch,Snatch.jpg,"['Comedy', 'Crime']"
Dancin': It's on!,Dancin': It's on!.jpg,"['Family', 'Musical', 'Romance']"
Pet Sematary,Pet Sematary.jpg,"['Fantasy', 'Horror', 'Thriller']"
Madadayo,Madadayo.jpg,['Drama']
The Cry of the Owl,The Cry of the Owl.jpg,"['Drama', 'Mystery', 'Thriller']"
A Tale of Three Cities,A Tale of Three Cities.jpg,"['Drama', 'Romance']"
Gremlins,Gremlins.jpg,"['Comedy', 'Fantasy', 'Horror']"
Star Wars: Episode IV - A New Hope,Star Wars: Episode IV - A New Hope.jpg,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Dirty Grandpa,Dirty Grandpa.jpg,['Comedy']
Doctor Zhivago,Doctor Zhivago.jpg,"['Drama', 'Romance', 'War']"
Trash,Trash.jpg,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']"
High School Musical 3: Senior Year,High School Musical 3: Senior Year.jpg,"['Comedy', 'Drama', 'Family', 'Music', 'Musical', 'Romance']"
The Fighter,The Fighter.jpg,"['Action', 'Biography', 'Drama', 'Sport']"
Jackass Number Two,Jackass Number Two.jpg,"['Documentary', 'Action', 'Comedy']"
My Cousin Vinny,My Cousin Vinny.jpg,"['Comedy', 'Crime']"
If I Stay,If I Stay.jpg,"['Drama', 'Fantasy', 'Music', 'Romance', 'Sci-Fi']"
Drive Hard,Drive Hard.jpg,"['Action', 'Comedy', 'Crime']"
Major League,Major League.jpg,"['Comedy', 'Sport']"
St. Trinian's,St. Trinian's.jpg,"['Comedy', 'Family']"
Phone Booth,Phone Booth.jpg,"['Crime', 'Thriller']"
A Walk to Remember,A Walk to Remember.jpg,"['Drama', 'Romance']"
Dead Man Walking,Dead Man Walking.jpg,"['Crime', 'Drama']"
Cruel Intentions,Cruel Intentions.jpg,"['Drama', 'Romance']"
Saw VI,Saw VI.jpg,"['Horror', 'Mystery', 'Thriller']"
History of the World: Part I,History of the World: Part I.jpg,"['Comedy', 'History', 'Musical']"
The Secret Life of Bees,The Secret Life of Bees.jpg,['Drama']
Corky Romano,Corky Romano.jpg,"['Comedy', 'Crime']"
Raising Cain,Raising Cain.jpg,"['Crime', 'Drama', 'Horror', 'Thriller']"
F.I.S.T.,F.I.S.T..jpg,"['Crime', 'Drama', 'Thriller']"
Invaders from Mars,Invaders from Mars.jpg,"['Horror', 'Sci-Fi']"
Brooklyn,Brooklyn.jpg,"['Drama', 'Romance']"
Barry Lyndon,Barry Lyndon.jpg,"['Adventure', 'Drama', 'War']"
Out Cold,Out Cold.jpg,"['Comedy', 'Sport']"
The Ladies Man,The Ladies Man.jpg,['Comedy']
Quartet,Quartet.jpg,"['Comedy', 'Drama', 'Music', 'Romance']"
Tomcats,Tomcats.jpg,['Comedy']
Frailty,Frailty.jpg,"['Crime', 'Drama', 'Thriller']"
Woman in Gold,Woman in Gold.jpg,"['Biography', 'Drama', 'History']"
Kinsey,Kinsey.jpg,"['Biography', 'Drama', 'Romance']"
Army of Darkness,Army of Darkness.jpg,"['Comedy', 'Horror']"
Slackers,Slackers.jpg,"['Comedy', 'Romance']"
What's Eating Gilbert Grape,What's Eating Gilbert Grape.jpg,['Drama']
The Gospel of John,The Gospel of John.jpg,"['Biography', 'Drama', 'History']"
Vera Drake,Vera Drake.jpg,"['Crime', 'Drama']"
The Guru,The Guru.jpg,"['Comedy', 'Music', 'Romance']"
The Perez Family,The Perez Family.jpg,"['Comedy', 'Romance', 'Drama']"
Inside Llewyn Davis,Inside Llewyn Davis.jpg,"['Drama', 'Music']"
O,O.jpg,"['Drama', 'Romance', 'Thriller']"
Return to the Blue Lagoon,Return to the Blue Lagoon.jpg,"['Adventure', 'Drama', 'Romance']"
The Molly Maguires,The Molly Maguires.jpg,"['Drama', 'History']"
Romance & Cigarettes,Romance & Cigarettes.jpg,"['Comedy', 'Musical', 'Romance']"
Copying Beethoven,Copying Beethoven.jpg,"['Biography', 'Drama', 'Music']"
Brighton Rock,Brighton Rock.jpg,"['Crime', 'Drama', 'Thriller']"
Saw V,Saw V.jpg,"['Horror', 'Thriller']"
Machine Gun McCain,Machine Gun McCain.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
LOL,LOL.jpg,"['Comedy', 'Drama', 'Romance']"
Jindabyne,Jindabyne.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Kabhi Alvida Naa Kehna,Kabhi Alvida Naa Kehna.jpg,"['Drama', 'Romance']"
An Ideal Husband,An Ideal Husband.jpg,"['Comedy', 'Romance']"
The Last Days on Mars,The Last Days on Mars.jpg,"['Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
Darkness,Darkness.jpg,['Horror']
2001: A Space Odyssey,2001: A Space Odyssey.jpg,"['Adventure', 'Sci-Fi']"
E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial.jpg,"['Adventure', 'Family', 'Sci-Fi']"
In the Land of Women,In the Land of Women.jpg,"['Comedy', 'Drama', 'Romance']"
The Blue Butterfly,The Blue Butterfly.jpg,"['Adventure', 'Drama']"
There Goes My Baby,There Goes My Baby.jpg,"['Comedy', 'Drama']"
Lovesick,Lovesick.jpg,['Comedy']
Housefull,Housefull.jpg,"['Comedy', 'Drama', 'Romance']"
September Dawn,September Dawn.jpg,"['Drama', 'History', 'Romance', 'Western']"
Outlaws,Outlaws.jpg,"['Drama', 'History', 'War', 'Western']"
The Bélier Family,The Bélier Family.jpg,"['Comedy', 'Drama', 'Music']"
Good Will Hunting,Good Will Hunting.jpg,"['Drama', 'Romance']"
Misconduct,Misconduct.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Saw III,Saw III.jpg,"['Horror', 'Mystery', 'Thriller']"
Stripes,Stripes.jpg,"['Comedy', 'War']"
Bring It On,Bring It On.jpg,"['Comedy', 'Romance', 'Sport']"
The Purge: Election Year,The Purge: Election Year.jpg,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
She's All That,She's All That.jpg,"['Comedy', 'Romance']"
Saw IV,Saw IV.jpg,"['Horror', 'Mystery', 'Thriller']"
White Noise,White Noise.jpg,"['Drama', 'Horror', 'Mystery', 'Thriller']"
