title,poster_url,genres
Scream,movie_posters/Scream.jpg,"['Horror', 'Mystery']"
Thir13en Ghosts,movie_posters/Thir13en Ghosts.jpg,"['Fantasy', 'Horror']"
The Shining,movie_posters/The Shining.jpg,"['Drama', 'Horror']"
Back to the Future,movie_posters/Back to the Future.jpg,"['Adventure', 'Comedy', 'Sci-Fi']"
House on Haunted Hill,movie_posters/House on Haunted Hill.jpg,"['Horror', 'Mystery', 'Thriller']"
I Can Do Bad All by Myself,movie_posters/I Can Do Bad All by Myself.jpg,"['Comedy', 'Drama']"
Fight Valley,movie_posters/Fight Valley.jpg,"['Action', 'Drama']"
The Switch,movie_posters/The Switch.jpg,"['Comedy', 'Drama', 'Romance']"
Just Married,movie_posters/Just Married.jpg,"['Comedy', 'Romance']"
The Devil's Double,movie_posters/The Devil's Double.jpg,"['Biography', 'Drama', 'Thriller']"
"Gone, Baby, Gone","movie_posters/Gone, Baby, Gone.jpg","['Comedy', 'Reality-TV', 'Romance']"
Thomas and the Magic Railroad,movie_posters/Thomas and the Magic Railroad.jpg,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
The Crazies,movie_posters/The Crazies.jpg,['Horror']
Spirited Away,movie_posters/Spirited Away.jpg,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Mystery']"
Firestorm,movie_posters/Firestorm.jpg,"['Action', 'Crime', 'Thriller']"
The Bounty,movie_posters/The Bounty.jpg,"['Adventure', 'Drama', 'History', 'Romance']"
The Book Thief,movie_posters/The Book Thief.jpg,"['Drama', 'War']"
Sex Drive,movie_posters/Sex Drive.jpg,"['Comedy', 'Romance']"
Leap Year,movie_posters/Leap Year.jpg,"['Comedy', 'Romance']"
The Fall of the Roman Empire,movie_posters/The Fall of the Roman Empire.jpg,"['Drama', 'History', 'War']"
Take Me Home Tonight,movie_posters/Take Me Home Tonight.jpg,"['Comedy', 'Drama', 'Romance']"
Won't Back Down,movie_posters/Won't Back Down.jpg,['Drama']
The Nutcracker,movie_posters/The Nutcracker.jpg,"['Family', 'Fantasy', 'Music']"
Kansas City,movie_posters/Kansas City.jpg,"['Crime', 'Drama', 'Music', 'Thriller']"
Indignation,movie_posters/Indignation.jpg,"['Drama', 'Romance']"
The Amityville Horror,movie_posters/The Amityville Horror.jpg,['Horror']
Adaptation.,movie_posters/Adaptation..jpg,"['Comedy', 'Drama']"
Land of the Dead,movie_posters/Land of the Dead.jpg,"['Horror', 'Sci-Fi', 'Thriller']"
Out of Inferno,movie_posters/Out of Inferno.jpg,"['Action', 'Adventure', 'Drama', 'Thriller']"
Fear and Loathing in Las Vegas,movie_posters/Fear and Loathing in Las Vegas.jpg,"['Adventure', 'Comedy', 'Drama']"
The Invention of Lying,movie_posters/The Invention of Lying.jpg,"['Comedy', 'Fantasy', 'Romance']"
Neighbors,movie_posters/Neighbors.jpg,['Comedy']
The Mask,movie_posters/The Mask.jpg,"['Action', 'Comedy', 'Crime', 'Fantasy']"
Big,movie_posters/Big.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Borat,movie_posters/Borat.jpg,['Comedy']
Legally Blonde,movie_posters/Legally Blonde.jpg,"['Comedy', 'Romance']"
Star Trek III: The Search for Spock,movie_posters/Star Trek III: The Search for Spock.jpg,"['Action', 'Adventure', 'Sci-Fi']"
The Exorcism of Emily Rose,movie_posters/The Exorcism of Emily Rose.jpg,"['Drama', 'Horror', 'Thriller']"
Deuce Bigalow: Male Gigolo,movie_posters/Deuce Bigalow: Male Gigolo.jpg,"['Comedy', 'Romance']"
Left Behind,movie_posters/Left Behind.jpg,"['Action', 'Fantasy', 'Sci-Fi', 'Thriller']"
The Family Stone,movie_posters/The Family Stone.jpg,"['Comedy', 'Drama', 'Romance']"
Barbershop 2: Back in Business,movie_posters/Barbershop 2: Back in Business.jpg,"['Comedy', 'Drama']"
Bad Santa,movie_posters/Bad Santa.jpg,"['Comedy', 'Crime', 'Drama']"
Austin Powers: International Man of Mystery,movie_posters/Austin Powers: International Man of Mystery.jpg,"['Adventure', 'Comedy']"
My Big Fat Greek Wedding 2,movie_posters/My Big Fat Greek Wedding 2.jpg,"['Comedy', 'Romance']"
Diary of a Wimpy Kid: Rodrick Rules,movie_posters/Diary of a Wimpy Kid: Rodrick Rules.jpg,"['Comedy', 'Family']"
Predator,movie_posters/Predator.jpg,"['Action', 'Adventure', 'Horror', 'Sci-Fi']"
Amadeus,movie_posters/Amadeus.jpg,"['Biography', 'Drama', 'Music']"
Prom Night,movie_posters/Prom Night.jpg,['Horror']
Mean Girls,movie_posters/Mean Girls.jpg,['Comedy']
Under the Tuscan Sun,movie_posters/Under the Tuscan Sun.jpg,"['Comedy', 'Drama', 'Romance']"
Gosford Park,movie_posters/Gosford Park.jpg,"['Comedy', 'Drama', 'Mystery']"
The O.C.,movie_posters/The O.C..jpg,"['Comedy', 'Drama', 'Romance']"
Peggy Sue Got Married,movie_posters/Peggy Sue Got Married.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Birdman or (The Unexpected Virtue of Ignorance),movie_posters/Birdman or (The Unexpected Virtue of Ignorance).jpg,"['Comedy', 'Drama']"
Blue Jasmine,movie_posters/Blue Jasmine.jpg,"['Comedy', 'Drama', 'Romance']"
United 93,movie_posters/United 93.jpg,"['Action', 'Drama', 'History', 'Thriller']"
Honey,movie_posters/Honey.jpg,"['Drama', 'Music', 'Romance']"
Spy Hard,movie_posters/Spy Hard.jpg,"['Action', 'Comedy']"
The Fog,movie_posters/The Fog.jpg,"['Horror', 'Thriller']"
Soul Surfer,movie_posters/Soul Surfer.jpg,"['Biography', 'Drama', 'Family', 'Sport']"
Catch-22,movie_posters/Catch-22.jpg,"['Comedy', 'Drama', 'War']"
Observe and Report,movie_posters/Observe and Report.jpg,"['Action', 'Comedy', 'Crime', 'Drama', 'Mystery']"
Conan the Destroyer,movie_posters/Conan the Destroyer.jpg,"['Action', 'Adventure', 'Fantasy']"
Raging Bull,movie_posters/Raging Bull.jpg,"['Biography', 'Drama', 'Sport']"
Love Happens,movie_posters/Love Happens.jpg,"['Drama', 'Romance']"
Young Sherlock Holmes,movie_posters/Young Sherlock Holmes.jpg,"['Adventure', 'Fantasy', 'Mystery', 'Thriller']"
Fame,movie_posters/Fame.jpg,"['Drama', 'Musical', 'Romance']"
127 Hours,movie_posters/127 Hours.jpg,"['Biography', 'Drama']"
Small Time Crooks,movie_posters/Small Time Crooks.jpg,"['Comedy', 'Crime']"
Center Stage,movie_posters/Center Stage.jpg,"['Drama', 'Music', 'Romance']"
Love the Coopers,movie_posters/Love the Coopers.jpg,"['Comedy', 'Fantasy', 'Romance']"
Catch That Kid,movie_posters/Catch That Kid.jpg,"['Action', 'Adventure', 'Comedy', 'Crime', 'Family']"
Life as a House,movie_posters/Life as a House.jpg,['Drama']
Steve Jobs,movie_posters/Steve Jobs.jpg,"['Biography', 'Drama']"
"I Love You, Beth Cooper","movie_posters/I Love You, Beth Cooper.jpg","['Adventure', 'Comedy', 'Family', 'Romance']"
Youth in Revolt,movie_posters/Youth in Revolt.jpg,"['Comedy', 'Drama', 'Romance']"
The Legend of the Lone Ranger,movie_posters/The Legend of the Lone Ranger.jpg,"['Action', 'Adventure', 'Drama', 'Western']"
The Tailor of Panama,movie_posters/The Tailor of Panama.jpg,"['Drama', 'Thriller']"
Blow Out,movie_posters/Blow Out.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Getaway,movie_posters/Getaway.jpg,"['Action', 'Thriller']"
The Ice Storm,movie_posters/The Ice Storm.jpg,['Drama']
And So It Goes,movie_posters/And So It Goes.jpg,"['Comedy', 'Drama', 'Romance']"
Troop Beverly Hills,movie_posters/Troop Beverly Hills.jpg,"['Adventure', 'Comedy']"
Being Julia,movie_posters/Being Julia.jpg,"['Comedy', 'Drama', 'Romance']"
9½ Weeks,movie_posters/9½ Weeks.jpg,"['Drama', 'Romance']"
Dragonslayer,movie_posters/Dragonslayer.jpg,"['Action', 'Adventure', 'Fantasy']"
The Last Station,movie_posters/The Last Station.jpg,"['Biography', 'Drama', 'Romance']"
Ed Wood,movie_posters/Ed Wood.jpg,"['Biography', 'Comedy', 'Drama']"
Labor Day,movie_posters/Labor Day.jpg,"['Drama', 'Romance', 'Thriller']"
Mongol: The Rise of Genghis Khan,movie_posters/Mongol: The Rise of Genghis Khan.jpg,"['Action', 'Biography', 'Drama', 'History', 'War']"
RocknRolla,movie_posters/RocknRolla.jpg,"['Action', 'Crime', 'Thriller']"
Megaforce,movie_posters/Megaforce.jpg,"['Action', 'Sci-Fi']"
Hamlet,movie_posters/Hamlet.jpg,['Drama']
Mao's Last Dancer,movie_posters/Mao's Last Dancer.jpg,"['Biography', 'Drama', 'Music', 'Romance']"
Midnight Special,movie_posters/Midnight Special.jpg,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Anything Else,movie_posters/Anything Else.jpg,"['Comedy', 'Romance']"
The Railway Man,movie_posters/The Railway Man.jpg,"['Biography', 'Drama', 'Romance', 'War']"
Unforgettable,movie_posters/Unforgettable.jpg,"['Crime', 'Drama', 'Mystery']"
The White Ribbon,movie_posters/The White Ribbon.jpg,"['Drama', 'Mystery', 'Thriller']"
Restoration,movie_posters/Restoration.jpg,['Horror']
The Wraith,movie_posters/The Wraith.jpg,"['Action', 'Horror', 'Romance', 'Sci-Fi', 'Thriller']"
The Salton Sea,movie_posters/The Salton Sea.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Metallica Through the Never,movie_posters/Metallica Through the Never.jpg,['Music']
The Informers,movie_posters/The Informers.jpg,"['Crime', 'Drama', 'Thriller']"
Carlos,movie_posters/Carlos.jpg,"['Biography', 'Crime', 'Drama', 'Thriller']"
I Come with the Rain,movie_posters/I Come with the Rain.jpg,['Thriller']
One Man's Hero,movie_posters/One Man's Hero.jpg,"['Action', 'Drama', 'History', 'Romance', 'War', 'Western']"
Day of the Dead,movie_posters/Day of the Dead.jpg,"['Horror', 'Thriller']"
I Am Wrath,movie_posters/I Am Wrath.jpg,"['Action', 'Thriller']"
Renaissance,movie_posters/Renaissance.jpg,"['Animation', 'Action', 'Sci-Fi', 'Thriller']"
Red Sonja,movie_posters/Red Sonja.jpg,"['Action', 'Adventure', 'Fantasy']"
Red Lights,movie_posters/Red Lights.jpg,"['Drama', 'Fantasy', 'Mystery']"
Superbad,movie_posters/Superbad.jpg,['Comedy']
Madea Goes to Jail,movie_posters/Madea Goes to Jail.jpg,"['Comedy', 'Crime', 'Drama']"
Wolves,movie_posters/Wolves.jpg,"['Action', 'Fantasy', 'Horror', 'Romance', 'Thriller']"
Step Up 2: The Streets,movie_posters/Step Up 2: The Streets.jpg,"['Drama', 'Music', 'Romance']"
Hoodwinked!,movie_posters/Hoodwinked!.jpg,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Musical', 'Mystery']"
Hotel Rwanda,movie_posters/Hotel Rwanda.jpg,"['Biography', 'Drama', 'History', 'War']"
Hitman,movie_posters/Hitman.jpg,"['Action', 'Crime', 'Thriller']"
Black Nativity,movie_posters/Black Nativity.jpg,"['Drama', 'Family', 'Music', 'Musical']"
The Prince,movie_posters/The Prince.jpg,"['Action', 'Thriller']"
City of Ghosts,movie_posters/City of Ghosts.jpg,"['Crime', 'Drama', 'Thriller']"
The Others,movie_posters/The Others.jpg,"['Horror', 'Mystery', 'Thriller']"
Aliens,movie_posters/Aliens.jpg,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
My Fair Lady,movie_posters/My Fair Lady.jpg,"['Drama', 'Family', 'Musical', 'Romance']"
I Know What You Did Last Summer,movie_posters/I Know What You Did Last Summer.jpg,"['Horror', 'Mystery']"
Let's Be Cops,movie_posters/Let's Be Cops.jpg,"['Action', 'Comedy', 'Crime']"
Sideways,movie_posters/Sideways.jpg,"['Comedy', 'Drama', 'Romance']"
Beerfest,movie_posters/Beerfest.jpg,['Comedy']
Halloween,movie_posters/Halloween.jpg,"['Horror', 'Thriller']"
Good Boy,movie_posters/Good Boy.jpg,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']"
The Best Man Holiday,movie_posters/The Best Man Holiday.jpg,"['Comedy', 'Drama']"
Smokin' Aces,movie_posters/Smokin' Aces.jpg,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Saw 3D,movie_posters/Saw 3D.jpg,"['Horror', 'Mystery']"
40 Days and 40 Nights,movie_posters/40 Days and 40 Nights.jpg,"['Comedy', 'Romance']"
A Night at the Roxbury,movie_posters/A Night at the Roxbury.jpg,"['Comedy', 'Music', 'Romance']"
Beastly,movie_posters/Beastly.jpg,"['Drama', 'Fantasy', 'Romance']"
The Hills Have Eyes,movie_posters/The Hills Have Eyes.jpg,"['Horror', 'Thriller']"
Dickie Roberts: Former Child Star,movie_posters/Dickie Roberts: Former Child Star.jpg,['Comedy']
"McFarland, USA","movie_posters/McFarland, USA.jpg","['Biography', 'Drama', 'Sport']"
Lottery Ticket,movie_posters/Lottery Ticket.jpg,['Comedy']
ATL,movie_posters/ATL.jpg,"['Comedy', 'Crime', 'Drama', 'Music', 'Romance']"
Pitch Perfect,movie_posters/Pitch Perfect.jpg,"['Comedy', 'Music', 'Romance']"
Summer Catch,movie_posters/Summer Catch.jpg,"['Comedy', 'Drama', 'Romance', 'Sport']"
A Simple Plan,movie_posters/A Simple Plan.jpg,"['Crime', 'Drama', 'Thriller']"
They,movie_posters/They.jpg,"['Horror', 'Mystery', 'Thriller']"
Larry the Cable Guy: Health Inspector,movie_posters/Larry the Cable Guy: Health Inspector.jpg,"['Comedy', 'Romance']"
The Adventures of Elmo in Grouchland,movie_posters/The Adventures of Elmo in Grouchland.jpg,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Brooklyn's Finest,movie_posters/Brooklyn's Finest.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
55 Days at Peking,movie_posters/55 Days at Peking.jpg,"['Action', 'Adventure', 'Drama', 'History', 'War']"
Evil Dead,movie_posters/Evil Dead.jpg,['Horror']
My Life in Ruins,movie_posters/My Life in Ruins.jpg,"['Comedy', 'Romance']"
American Dreamz,movie_posters/American Dreamz.jpg,"['Comedy', 'Music']"
Superman IV: The Quest for Peace,movie_posters/Superman IV: The Quest for Peace.jpg,"['Action', 'Adventure', 'Sci-Fi']"
How She Move,movie_posters/How She Move.jpg,['Drama']
Running Scared,movie_posters/Running Scared.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Bobby Jones: Stroke of Genius,movie_posters/Bobby Jones: Stroke of Genius.jpg,"['Biography', 'Drama', 'Romance', 'Sport']"
Shanghai Surprise,movie_posters/Shanghai Surprise.jpg,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']"
The Illusionist,movie_posters/The Illusionist.jpg,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']"
Roar,movie_posters/Roar.jpg,"['Adventure', 'Comedy', 'Thriller']"
Veronica Guerin,movie_posters/Veronica Guerin.jpg,"['Biography', 'Crime', 'Drama', 'Thriller']"
Escobar: Paradise Lost,movie_posters/Escobar: Paradise Lost.jpg,"['Crime', 'Drama', 'History', 'Romance', 'Thriller']"
Southland Tales,movie_posters/Southland Tales.jpg,"['Comedy', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Dragon Hunters,movie_posters/Dragon Hunters.jpg,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Damnation Alley,movie_posters/Damnation Alley.jpg,['Sci-Fi']
The Apparition,movie_posters/The Apparition.jpg,"['Horror', 'Thriller']"
My Girl,movie_posters/My Girl.jpg,"['Comedy', 'Drama', 'Family', 'Romance']"
Fur: An Imaginary Portrait of Diane Arbus,movie_posters/Fur: An Imaginary Portrait of Diane Arbus.jpg,"['Biography', 'Drama', 'Romance', 'Thriller']"
Wall Street,movie_posters/Wall Street.jpg,"['Crime', 'Drama']"
Sense and Sensibility,movie_posters/Sense and Sensibility.jpg,"['Drama', 'Romance']"
Becoming Jane,movie_posters/Becoming Jane.jpg,"['Biography', 'Drama', 'Romance']"
Sydney White,movie_posters/Sydney White.jpg,"['Comedy', 'Drama', 'Romance']"
House of Sand and Fog,movie_posters/House of Sand and Fog.jpg,"['Crime', 'Drama']"
Dead Poets Society,movie_posters/Dead Poets Society.jpg,"['Comedy', 'Drama']"
Dumb and Dumber,movie_posters/Dumb and Dumber.jpg,['Comedy']
When Harry Met Sally...,movie_posters/When Harry Met Sally....jpg,"['Comedy', 'Drama', 'Romance']"
The Verdict,movie_posters/The Verdict.jpg,['Drama']
Road Trip,movie_posters/Road Trip.jpg,['Comedy']
Varsity Blues,movie_posters/Varsity Blues.jpg,"['Comedy', 'Drama', 'Romance', 'Sport']"
The Artist,movie_posters/The Artist.jpg,"['Comedy', 'Drama', 'Romance']"
The Unborn,movie_posters/The Unborn.jpg,"['Horror', 'Mystery', 'Thriller']"
Moonrise Kingdom,movie_posters/Moonrise Kingdom.jpg,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']"
The Texas Chainsaw Massacre: The Beginning,movie_posters/The Texas Chainsaw Massacre: The Beginning.jpg,['Horror']
The Young Messiah,movie_posters/The Young Messiah.jpg,"['Drama', 'Fantasy']"
The Master of Disguise,movie_posters/The Master of Disguise.jpg,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
Pan's Labyrinth,movie_posters/Pan's Labyrinth.jpg,"['Drama', 'Fantasy', 'War']"
The Messengers,movie_posters/The Messengers.jpg,"['Drama', 'Fantasy', 'Mystery', 'Thriller']"
See Spot Run,movie_posters/See Spot Run.jpg,"['Action', 'Comedy', 'Crime', 'Family']"
Baby Boy,movie_posters/Baby Boy.jpg,"['Crime', 'Drama', 'Romance', 'Thriller']"
The Roommate,movie_posters/The Roommate.jpg,"['Drama', 'Horror', 'Thriller']"
Joe Dirt,movie_posters/Joe Dirt.jpg,"['Adventure', 'Comedy', 'Drama']"
Double Impact,movie_posters/Double Impact.jpg,"['Action', 'Crime']"
Hot Fuzz,movie_posters/Hot Fuzz.jpg,"['Action', 'Comedy', 'Mystery', 'Thriller']"
The Women,movie_posters/The Women.jpg,"['Comedy', 'Drama']"
Vicky Cristina Barcelona,movie_posters/Vicky Cristina Barcelona.jpg,"['Comedy', 'Drama', 'Romance']"
Arn: The Knight Templar,movie_posters/Arn: The Knight Templar.jpg,"['Action', 'Drama', 'Romance', 'War']"
Boys and Girls,movie_posters/Boys and Girls.jpg,"['Comedy', 'Drama', 'Romance']"
White Oleander,movie_posters/White Oleander.jpg,['Drama']
Jennifer's Body,movie_posters/Jennifer's Body.jpg,"['Comedy', 'Horror']"
Drowning Mona,movie_posters/Drowning Mona.jpg,"['Comedy', 'Crime', 'Mystery']"
Radio Days,movie_posters/Radio Days.jpg,['Comedy']
Remember Me,movie_posters/Remember Me.jpg,"['Drama', 'Romance']"
How to Deal,movie_posters/How to Deal.jpg,"['Comedy', 'Drama', 'Romance']"
My Stepmother Is an Alien,movie_posters/My Stepmother Is an Alien.jpg,"['Comedy', 'Sci-Fi']"
Philadelphia,movie_posters/Philadelphia.jpg,['Drama']
The Thirteenth Floor,movie_posters/The Thirteenth Floor.jpg,"['Mystery', 'Sci-Fi', 'Thriller']"
The Cookout,movie_posters/The Cookout.jpg,['Comedy']
Meteor,movie_posters/Meteor.jpg,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
Duets,movie_posters/Duets.jpg,"['Comedy', 'Drama', 'Music', 'Romance']"
Hollywood Ending,movie_posters/Hollywood Ending.jpg,"['Comedy', 'Romance']"
Detroit Rock City,movie_posters/Detroit Rock City.jpg,"['Adventure', 'Comedy', 'Music']"
Highlander,movie_posters/Highlander.jpg,"['Action', 'Adventure', 'Fantasy']"
Things We Lost in the Fire,movie_posters/Things We Lost in the Fire.jpg,['Drama']
Steel,movie_posters/Steel.jpg,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Sci-Fi']"
The Immigrant,movie_posters/The Immigrant.jpg,"['Drama', 'Romance']"
The White Countess,movie_posters/The White Countess.jpg,"['Drama', 'History', 'Romance', 'War']"
Trance,movie_posters/Trance.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Soul Plane,movie_posters/Soul Plane.jpg,['Comedy']
Welcome to the Sticks,movie_posters/Welcome to the Sticks.jpg,"['Comedy', 'Romance']"
Good,movie_posters/Good.jpg,"['Drama', 'Romance', 'War']"
Enter the Void,movie_posters/Enter the Void.jpg,"['Drama', 'Fantasy']"
Vamps,movie_posters/Vamps.jpg,"['Comedy', 'Horror', 'Romance']"
Hachi: A Dog's Tale,movie_posters/Hachi: A Dog's Tale.jpg,"['Biography', 'Drama', 'Family']"
Zulu,movie_posters/Zulu.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
The Homesman,movie_posters/The Homesman.jpg,"['Drama', 'Western']"
Juwanna Mann,movie_posters/Juwanna Mann.jpg,"['Comedy', 'Drama', 'Romance', 'Sport']"
Lilyhammer,,"['Comedy', 'Crime', 'Drama']"
Ararat,movie_posters/Ararat.jpg,"['Drama', 'War']"
Madison,movie_posters/Madison.jpg,"['Drama', 'Sport']"
Slow Burn,movie_posters/Slow Burn.jpg,"['Drama', 'Mystery', 'Thriller']"
Wasabi,movie_posters/Wasabi.jpg,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Slither,movie_posters/Slither.jpg,"['Comedy', 'Horror', 'Sci-Fi']"
Beverly Hills Cop,movie_posters/Beverly Hills Cop.jpg,"['Action', 'Comedy', 'Crime', 'Thriller']"
Home Alone,movie_posters/Home Alone.jpg,"['Comedy', 'Family']"
Three Men and a Baby,,"['Comedy', 'Drama', 'Family']"
Tootsie,movie_posters/Tootsie.jpg,"['Comedy', 'Drama', 'Romance']"
Top Gun,movie_posters/Top Gun.jpg,"['Action', 'Drama']"
"Crouching Tiger, Hidden Dragon","movie_posters/Crouching Tiger, Hidden Dragon.jpg","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']"
American Beauty,movie_posters/American Beauty.jpg,['Drama']
The King's Speech,movie_posters/The King's Speech.jpg,"['Biography', 'Drama', 'History']"
Twins,movie_posters/Twins.jpg,"['Comedy', 'Crime']"
Scream: The TV Series,,"['Comedy', 'Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']"
The Yellow Handkerchief,movie_posters/The Yellow Handkerchief.jpg,"['Adventure', 'Drama', 'Romance']"
The Color Purple,movie_posters/The Color Purple.jpg,['Drama']
Tidal Wave,movie_posters/Tidal Wave.jpg,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
The Imitation Game,movie_posters/The Imitation Game.jpg,"['Biography', 'Drama', 'Thriller', 'War']"
Private Benjamin,movie_posters/Private Benjamin.jpg,"['Comedy', 'War']"
Coal Miner's Daughter,movie_posters/Coal Miner's Daughter.jpg,"['Biography', 'Drama', 'Music']"
Diary of a Wimpy Kid,movie_posters/Diary of a Wimpy Kid.jpg,"['Comedy', 'Drama', 'Family']"
Mama,movie_posters/Mama.jpg,"['Fantasy', 'Horror', 'Thriller']"
Vacation,movie_posters/Vacation.jpg,"['Adventure', 'Comedy']"
Jackass Presents: Bad Grandpa,movie_posters/Jackass Presents: Bad Grandpa.jpg,['Comedy']
The Queen,movie_posters/The Queen.jpg,"['Biography', 'Drama']"
Beetlejuice,movie_posters/Beetlejuice.jpg,"['Comedy', 'Fantasy']"
Why Did I Get Married?,movie_posters/Why Did I Get Married?.jpg,"['Comedy', 'Drama', 'Romance']"
Little Women,movie_posters/Little Women.jpg,"['Drama', 'Family', 'Romance']"
The Woman in Black,movie_posters/The Woman in Black.jpg,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
When a Stranger Calls,movie_posters/When a Stranger Calls.jpg,"['Horror', 'Thriller']"
Big Fat Liar,movie_posters/Big Fat Liar.jpg,"['Adventure', 'Comedy', 'Family']"
The Deer Hunter,movie_posters/The Deer Hunter.jpg,"['Drama', 'War']"
Wag the Dog,movie_posters/Wag the Dog.jpg,"['Comedy', 'Drama']"
The Lizzie McGuire Movie,movie_posters/The Lizzie McGuire Movie.jpg,"['Adventure', 'Comedy', 'Family', 'Music', 'Romance']"
Snitch,movie_posters/Snitch.jpg,"['Action', 'Drama', 'Thriller']"
Krampus,movie_posters/Krampus.jpg,"['Comedy', 'Fantasy', 'Horror']"
The Faculty,movie_posters/The Faculty.jpg,"['Horror', 'Mystery', 'Sci-Fi']"
What's Love Got to Do with It,movie_posters/What's Love Got to Do with It.jpg,"['Biography', 'Drama', 'Music']"
Cop Land,movie_posters/Cop Land.jpg,"['Crime', 'Drama', 'Thriller']"
Not Another Teen Movie,movie_posters/Not Another Teen Movie.jpg,['Comedy']
End of Watch,movie_posters/End of Watch.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
The Skulls,movie_posters/The Skulls.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
The Theory of Everything,movie_posters/The Theory of Everything.jpg,"['Biography', 'Drama', 'Romance']"
Malibu's Most Wanted,movie_posters/Malibu's Most Wanted.jpg,"['Comedy', 'Crime']"
Where the Heart Is,movie_posters/Where the Heart Is.jpg,"['Comedy', 'Drama', 'Romance']"
Lawrence of Arabia,movie_posters/Lawrence of Arabia.jpg,"['Adventure', 'Biography', 'Drama', 'War']"
Halloween II,movie_posters/Halloween II.jpg,['Horror']
Wild,movie_posters/Wild.jpg,"['Adventure', 'Biography', 'Drama']"
The Last House on the Left,movie_posters/The Last House on the Left.jpg,"['Horror', 'Thriller']"
The Wedding Date,movie_posters/The Wedding Date.jpg,"['Comedy', 'Romance']"
Halloween: Resurrection,movie_posters/Halloween: Resurrection.jpg,"['Horror', 'Thriller']"
The Princess Bride,movie_posters/The Princess Bride.jpg,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
The Great Debaters,movie_posters/The Great Debaters.jpg,"['Biography', 'Drama', 'Romance']"
Drive,movie_posters/Drive.jpg,"['Action', 'Drama']"
Confessions of a Teenage Drama Queen,movie_posters/Confessions of a Teenage Drama Queen.jpg,"['Comedy', 'Family', 'Music', 'Romance']"
The Object of My Affection,movie_posters/The Object of My Affection.jpg,"['Comedy', 'Drama', 'Romance']"
28 Weeks Later,movie_posters/28 Weeks Later.jpg,"['Horror', 'Sci-Fi']"
When the Game Stands Tall,movie_posters/When the Game Stands Tall.jpg,"['Biography', 'Drama', 'Family', 'Sport']"
Because of Winn-Dixie,movie_posters/Because of Winn-Dixie.jpg,"['Comedy', 'Drama', 'Family']"
Love & Basketball,movie_posters/Love & Basketball.jpg,"['Drama', 'Romance', 'Sport']"
Grosse Pointe Blank,movie_posters/Grosse Pointe Blank.jpg,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller']"
All About Steve,movie_posters/All About Steve.jpg,"['Comedy', 'Family', 'Romance']"
Book of Shadows: Blair Witch 2,movie_posters/Book of Shadows: Blair Witch 2.jpg,"['Adventure', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
The Craft,movie_posters/The Craft.jpg,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
Match Point,movie_posters/Match Point.jpg,"['Drama', 'Romance', 'Thriller']"
Ramona and Beezus,movie_posters/Ramona and Beezus.jpg,"['Comedy', 'Drama', 'Family', 'Fantasy']"
The Remains of the Day,movie_posters/The Remains of the Day.jpg,"['Drama', 'Romance']"
Boogie Nights,movie_posters/Boogie Nights.jpg,['Drama']
Nowhere to Run,movie_posters/Nowhere to Run.jpg,"['Action', 'Drama', 'Romance', 'Thriller']"
Flicka,movie_posters/Flicka.jpg,"['Adventure', 'Drama', 'Family']"
The Hills Have Eyes 2,movie_posters/The Hills Have Eyes 2.jpg,"['Horror', 'Thriller']"
